,AvgMax,AvgMin,AvgMSE,AvgMean
0.1,5600.78392910226,4.964005868665132,2618337.244751692,1262.0663423293165
1,649.9294729861222,0.48813995053817716,30597.631071136628,130.09223219762032
5,212.89429890051093,0.11113377589851617,2370.100778120213,30.115818604592704
10,192.93849861652876,0.06327231465132567,1736.8685375687362,19.309699311509398
